"","oro_type","year","y","component","variable_name"
"747","Efficiency",2017,50,"Legislation
(N documents)","Legislation (N)"
"748","Efficiency",2018,39,"Legislation
(N documents)","Legislation (N)"
"749","Efficiency",2019,47,"Legislation
(N documents)","Legislation (N)"
"750","Efficiency",2020,32,"Legislation
(N documents)","Legislation (N)"
"751","Efficiency",2021,47,"Legislation
(N documents)","Legislation (N)"
"752","Efficiency",2022,37,"Legislation
(N documents)","Legislation (N)"
"753","Efficiency",2023,37,"Legislation
(N documents)","Legislation (N)"
"754","Efficiency",2024,22,"Legislation
(N documents)","Legislation (N)"
"755","MRE-Bio",1980,1,"Legislation
(N documents)","Legislation (N)"
"756","MRE-Bio",1991,1,"Legislation
(N documents)","Legislation (N)"
"757","MRE-Bio",1998,1,"Legislation
(N documents)","Legislation (N)"
"758","MRE-Bio",2000,1,"Legislation
(N documents)","Legislation (N)"
"759","MRE-Bio",2010,1,"Legislation
(N documents)","Legislation (N)"
"760","MRE-Bio",2013,1,"Legislation
(N documents)","Legislation (N)"
"761","MRE-Bio",2016,1,"Legislation
(N documents)","Legislation (N)"
"762","MRE-Bio",2017,1,"Legislation
(N documents)","Legislation (N)"
"763","MRE-Bio",2024,1,"Legislation
(N documents)","Legislation (N)"
"764","MRE-Located",1976,2,"Legislation
(N documents)","Legislation (N)"
"765","MRE-Located",1977,2,"Legislation
(N documents)","Legislation (N)"
"766","MRE-Located",1978,2,"Legislation
(N documents)","Legislation (N)"
"767","MRE-Located",1979,1,"Legislation
(N documents)","Legislation (N)"
"768","MRE-Located",1980,5,"Legislation
(N documents)","Legislation (N)"
"769","MRE-Located",1981,6,"Legislation
(N documents)","Legislation (N)"
"770","MRE-Located",1982,1,"Legislation
(N documents)","Legislation (N)"
"771","MRE-Located",1983,1,"Legislation
(N documents)","Legislation (N)"
"772","MRE-Located",1984,1,"Legislation
(N documents)","Legislation (N)"
"773","MRE-Located",1985,2,"Legislation
(N documents)","Legislation (N)"
"774","MRE-Located",1987,3,"Legislation
(N documents)","Legislation (N)"
"775","MRE-Located",1989,2,"Legislation
(N documents)","Legislation (N)"
"776","MRE-Located",1990,7,"Legislation
(N documents)","Legislation (N)"
"777","MRE-Located",1991,3,"Legislation
(N documents)","Legislation (N)"
"778","MRE-Located",1992,5,"Legislation
(N documents)","Legislation (N)"
"779","MRE-Located",1993,2,"Legislation
(N documents)","Legislation (N)"
"780","MRE-Located",1994,4,"Legislation
(N documents)","Legislation (N)"
"781","MRE-Located",1995,7,"Legislation
(N documents)","Legislation (N)"
"782","MRE-Located",1996,5,"Legislation
(N documents)","Legislation (N)"
"783","MRE-Located",1997,10,"Legislation
(N documents)","Legislation (N)"
"784","MRE-Located",1998,12,"Legislation
(N documents)","Legislation (N)"
"785","MRE-Located",1999,10,"Legislation
(N documents)","Legislation (N)"
"786","MRE-Located",2000,17,"Legislation
(N documents)","Legislation (N)"
"787","MRE-Located",2001,16,"Legislation
(N documents)","Legislation (N)"
"788","MRE-Located",2002,23,"Legislation
(N documents)","Legislation (N)"
"789","MRE-Located",2003,13,"Legislation
(N documents)","Legislation (N)"
"790","MRE-Located",2004,6,"Legislation
(N documents)","Legislation (N)"
"791","MRE-Located",2005,12,"Legislation
(N documents)","Legislation (N)"
"792","MRE-Located",2006,12,"Legislation
(N documents)","Legislation (N)"
"793","MRE-Located",2007,18,"Legislation
(N documents)","Legislation (N)"
"794","MRE-Located",2008,18,"Legislation
(N documents)","Legislation (N)"
"795","MRE-Located",2009,24,"Legislation
(N documents)","Legislation (N)"
"796","MRE-Located",2010,28,"Legislation
(N documents)","Legislation (N)"
"797","MRE-Located",2011,17,"Legislation
(N documents)","Legislation (N)"
"798","MRE-Located",2012,15,"Legislation
(N documents)","Legislation (N)"
"799","MRE-Located",2013,33,"Legislation
(N documents)","Legislation (N)"
"800","MRE-Located",2014,33,"Legislation
(N documents)","Legislation (N)"
"801","MRE-Located",2015,38,"Legislation
(N documents)","Legislation (N)"
"802","MRE-Located",2016,33,"Legislation
(N documents)","Legislation (N)"
"803","MRE-Located",2017,24,"Legislation
(N documents)","Legislation (N)"
"804","MRE-Located",2018,31,"Legislation
(N documents)","Legislation (N)"
"805","MRE-Located",2019,37,"Legislation
(N documents)","Legislation (N)"
"806","MRE-Located",2020,23,"Legislation
(N documents)","Legislation (N)"
"807","MRE-Located",2021,32,"Legislation
(N documents)","Legislation (N)"
"808","MRE-Located",2022,20,"Legislation
(N documents)","Legislation (N)"
"809","MRE-Located",2023,18,"Legislation
(N documents)","Legislation (N)"
"810","MRE-Located",2024,16,"Legislation
(N documents)","Legislation (N)"
"811","MRE-Ocean",1976,12,"Legislation
(N documents)","Legislation (N)"
"812","MRE-Ocean",1977,8,"Legislation
(N documents)","Legislation (N)"
"813","MRE-Ocean",1978,6,"Legislation
(N documents)","Legislation (N)"
"814","MRE-Ocean",1979,8,"Legislation
(N documents)","Legislation (N)"
"815","MRE-Ocean",1980,6,"Legislation
(N documents)","Legislation (N)"
"816","MRE-Ocean",1981,7,"Legislation
(N documents)","Legislation (N)"
"817","MRE-Ocean",1982,7,"Legislation
(N documents)","Legislation (N)"
"818","MRE-Ocean",1983,7,"Legislation
(N documents)","Legislation (N)"
"819","MRE-Ocean",1984,5,"Legislation
(N documents)","Legislation (N)"
"820","MRE-Ocean",1985,4,"Legislation
(N documents)","Legislation (N)"
"821","MRE-Ocean",1986,4,"Legislation
(N documents)","Legislation (N)"
"822","MRE-Ocean",1987,9,"Legislation
(N documents)","Legislation (N)"
"823","MRE-Ocean",1988,8,"Legislation
(N documents)","Legislation (N)"
"824","MRE-Ocean",1989,8,"Legislation
(N documents)","Legislation (N)"
"825","MRE-Ocean",1990,8,"Legislation
(N documents)","Legislation (N)"
"826","MRE-Ocean",1991,17,"Legislation
(N documents)","Legislation (N)"
"827","MRE-Ocean",1992,10,"Legislation
(N documents)","Legislation (N)"
"828","MRE-Ocean",1993,9,"Legislation
(N documents)","Legislation (N)"
"829","MRE-Ocean",1994,20,"Legislation
(N documents)","Legislation (N)"
"830","MRE-Ocean",1995,23,"Legislation
(N documents)","Legislation (N)"
"831","MRE-Ocean",1996,15,"Legislation
(N documents)","Legislation (N)"
"832","MRE-Ocean",1997,21,"Legislation
(N documents)","Legislation (N)"
"833","MRE-Ocean",1998,21,"Legislation
(N documents)","Legislation (N)"
"834","MRE-Ocean",1999,16,"Legislation
(N documents)","Legislation (N)"
"835","MRE-Ocean",2000,18,"Legislation
(N documents)","Legislation (N)"
"836","MRE-Ocean",2001,22,"Legislation
(N documents)","Legislation (N)"
"837","MRE-Ocean",2002,22,"Legislation
(N documents)","Legislation (N)"
"838","MRE-Ocean",2003,27,"Legislation
(N documents)","Legislation (N)"
"839","MRE-Ocean",2004,32,"Legislation
(N documents)","Legislation (N)"
"840","MRE-Ocean",2005,29,"Legislation
(N documents)","Legislation (N)"
"841","MRE-Ocean",2006,38,"Legislation
(N documents)","Legislation (N)"
"842","MRE-Ocean",2007,43,"Legislation
(N documents)","Legislation (N)"
"843","MRE-Ocean",2008,55,"Legislation
(N documents)","Legislation (N)"
"844","MRE-Ocean",2009,37,"Legislation
(N documents)","Legislation (N)"
"845","MRE-Ocean",2010,40,"Legislation
(N documents)","Legislation (N)"
"846","MRE-Ocean",2011,37,"Legislation
(N documents)","Legislation (N)"
"847","MRE-Ocean",2012,34,"Legislation
(N documents)","Legislation (N)"
"848","MRE-Ocean",2013,33,"Legislation
(N documents)","Legislation (N)"
"849","MRE-Ocean",2014,43,"Legislation
(N documents)","Legislation (N)"
"850","MRE-Ocean",2015,47,"Legislation
(N documents)","Legislation (N)"
"851","MRE-Ocean",2016,29,"Legislation
(N documents)","Legislation (N)"
"852","MRE-Ocean",2017,31,"Legislation
(N documents)","Legislation (N)"
"853","MRE-Ocean",2018,39,"Legislation
(N documents)","Legislation (N)"
"854","MRE-Ocean",2019,41,"Legislation
(N documents)","Legislation (N)"
"855","MRE-Ocean",2020,16,"Legislation
(N documents)","Legislation (N)"
"856","MRE-Ocean",2021,24,"Legislation
(N documents)","Legislation (N)"
"857","MRE-Ocean",2022,24,"Legislation
(N documents)","Legislation (N)"
"858","MRE-Ocean",2023,17,"Legislation
(N documents)","Legislation (N)"
"859","MRE-Ocean",2024,8,"Legislation
(N documents)","Legislation (N)"
"860","CCS",2010,1,"Action
(scaled metric)","Storage capacity (Mt)"
"861","CCS",2012,1,"Action
(scaled metric)","Storage capacity (Mt)"
"862","CCS",2013,1,"Action
(scaled metric)","Storage capacity (Mt)"
"863","CCS",2014,10,"Action
(scaled metric)","Storage capacity (Mt)"
"864","CCS",2015,4,"Action
(scaled metric)","Storage capacity (Mt)"
"865","CCS",2016,1,"Action
(scaled metric)","Storage capacity (Mt)"
"866","CCS",2018,NA,"Action
(scaled metric)","Storage capacity (Mt)"
"867","CCS",2019,1,"Action
(scaled metric)","Storage capacity (Mt)"
"868","CCS",2020,1,"Action
(scaled metric)","Storage capacity (Mt)"
"869","CCS",2021,1,"Action
(scaled metric)","Storage capacity (Mt)"
"870","CCS",2022,1,"Action
(scaled metric)","Storage capacity (Mt)"
"871","CCS",2023,1,"Action
(scaled metric)","Storage capacity (Mt)"
"872","CCS",2024,1,"Action
(scaled metric)","Storage capacity (Mt)"
"873","CDR-BC",1930,NA,"Action
(scaled metric)","BC restoration projects (N)"
"874","CDR-BC",1940,NA,"Action
(scaled metric)","BC restoration projects (N)"
"875","CDR-BC",1943,NA,"Action
(scaled metric)","BC restoration projects (N)"
"876","CDR-BC",1947,NA,"Action
(scaled metric)","BC restoration projects (N)"
"877","CDR-BC",1957,NA,"Action
(scaled metric)","BC restoration projects (N)"
"878","CDR-BC",1968,NA,"Action
(scaled metric)","BC restoration projects (N)"
"879","CDR-BC",1969,1,"Action
(scaled metric)","BC restoration projects (N)"
"880","CDR-BC",1970,NA,"Action
(scaled metric)","BC restoration projects (N)"
"881","CDR-BC",1972,4,"Action
(scaled metric)","BC restoration projects (N)"
"882","CDR-BC",1973,1,"Action
(scaled metric)","BC restoration projects (N)"
"883","CDR-BC",1974,1,"Action
(scaled metric)","BC restoration projects (N)"
"884","CDR-BC",1975,1,"Action
(scaled metric)","BC restoration projects (N)"
"885","CDR-BC",1976,1,"Action
(scaled metric)","BC restoration projects (N)"
"886","CDR-BC",1977,1,"Action
(scaled metric)","BC restoration projects (N)"
"887","CDR-BC",1978,1,"Action
(scaled metric)","BC restoration projects (N)"
"888","CDR-BC",1979,1,"Action
(scaled metric)","BC restoration projects (N)"
"889","CDR-BC",1980,3,"Action
(scaled metric)","BC restoration projects (N)"
"890","CDR-BC",1981,2,"Action
(scaled metric)","BC restoration projects (N)"
"891","CDR-BC",1982,2,"Action
(scaled metric)","BC restoration projects (N)"
"892","CDR-BC",1983,2,"Action
(scaled metric)","BC restoration projects (N)"
"893","CDR-BC",1984,3,"Action
(scaled metric)","BC restoration projects (N)"
"894","CDR-BC",1985,2,"Action
(scaled metric)","BC restoration projects (N)"
"895","CDR-BC",1986,4,"Action
(scaled metric)","BC restoration projects (N)"
"896","CDR-BC",1987,5,"Action
(scaled metric)","BC restoration projects (N)"
"897","CDR-BC",1988,3,"Action
(scaled metric)","BC restoration projects (N)"
"898","CDR-BC",1989,4,"Action
(scaled metric)","BC restoration projects (N)"
"899","CDR-BC",1990,6,"Action
(scaled metric)","BC restoration projects (N)"
"900","CDR-BC",1991,4,"Action
(scaled metric)","BC restoration projects (N)"
"901","CDR-BC",1992,10,"Action
(scaled metric)","BC restoration projects (N)"
"902","CDR-BC",1993,6,"Action
(scaled metric)","BC restoration projects (N)"
"903","CDR-BC",1994,8,"Action
(scaled metric)","BC restoration projects (N)"
"904","CDR-BC",1995,6,"Action
(scaled metric)","BC restoration projects (N)"
"905","CDR-BC",1996,5,"Action
(scaled metric)","BC restoration projects (N)"
"906","CDR-BC",1997,6,"Action
(scaled metric)","BC restoration projects (N)"
"907","CDR-BC",1998,5,"Action
(scaled metric)","BC restoration projects (N)"
"908","CDR-BC",1999,9,"Action
(scaled metric)","BC restoration projects (N)"
"909","CDR-BC",2000,5,"Action
(scaled metric)","BC restoration projects (N)"
"910","CDR-BC",2001,5,"Action
(scaled metric)","BC restoration projects (N)"
"911","CDR-BC",2002,3,"Action
(scaled metric)","BC restoration projects (N)"
"912","CDR-BC",2003,10,"Action
(scaled metric)","BC restoration projects (N)"
"913","CDR-BC",2004,6,"Action
(scaled metric)","BC restoration projects (N)"
"914","CDR-BC",2005,9,"Action
(scaled metric)","BC restoration projects (N)"
"915","CDR-BC",2006,6,"Action
(scaled metric)","BC restoration projects (N)"
"916","CDR-BC",2007,5,"Action
(scaled metric)","BC restoration projects (N)"
"917","CDR-BC",2008,3,"Action
(scaled metric)","BC restoration projects (N)"
"918","CDR-BC",2009,4,"Action
(scaled metric)","BC restoration projects (N)"
"919","CDR-BC",2010,4,"Action
(scaled metric)","BC restoration projects (N)"
"920","CDR-BC",2011,1,"Action
(scaled metric)","BC restoration projects (N)"
"921","CDR-BC",2012,3,"Action
(scaled metric)","BC restoration projects (N)"
"922","CDR-BC",2013,1,"Action
(scaled metric)","BC restoration projects (N)"
"923","CDR-BC",2014,3,"Action
(scaled metric)","BC restoration projects (N)"
"924","CDR-BC",2015,NA,"Action
(scaled metric)","BC restoration projects (N)"
"925","CDR-BC",2016,1,"Action
(scaled metric)","BC restoration projects (N)"
"926","CDR-BioPump",1979,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"927","CDR-BioPump",2004,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"928","CDR-BioPump",2006,5,"Action
(scaled metric)","Field trial/startup company (N)"
"929","CDR-BioPump",2007,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"930","CDR-BioPump",2009,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"931","CDR-BioPump",2012,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"932","CDR-BioPump",2017,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"933","CDR-BioPump",2018,10,"Action
(scaled metric)","Field trial/startup company (N)"
"934","CDR-BioPump",2019,5,"Action
(scaled metric)","Field trial/startup company (N)"
"935","CDR-BioPump",2020,5,"Action
(scaled metric)","Field trial/startup company (N)"
"936","CDR-BioPump",2021,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"937","CDR-BioPump",2022,5,"Action
(scaled metric)","Field trial/startup company (N)"
"938","CDR-BioPump",2024,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"939","CDR-Cult",1994,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"940","CDR-Cult",2005,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"941","CDR-Cult",2008,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"942","CDR-Cult",2009,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"943","CDR-Cult",2011,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"944","CDR-Cult",2012,1,"Action
(scaled metric)","Field trial/startup company (N)"
"945","CDR-Cult",2013,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"946","CDR-Cult",2014,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"947","CDR-Cult",2016,2,"Action
(scaled metric)","Field trial/startup company (N)"
"948","CDR-Cult",2017,2,"Action
(scaled metric)","Field trial/startup company (N)"
"949","CDR-Cult",2018,2,"Action
(scaled metric)","Field trial/startup company (N)"
"950","CDR-Cult",2019,2,"Action
(scaled metric)","Field trial/startup company (N)"
"951","CDR-Cult",2020,6,"Action
(scaled metric)","Field trial/startup company (N)"
"952","CDR-Cult",2021,10,"Action
(scaled metric)","Field trial/startup company (N)"
"953","CDR-Cult",2022,7,"Action
(scaled metric)","Field trial/startup company (N)"
"954","CDR-Cult",2023,7,"Action
(scaled metric)","Field trial/startup company (N)"
"955","CDR-Cult",2024,3,"Action
(scaled metric)","Field trial/startup company (N)"
"956","CDR-OAE",2012,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"957","CDR-OAE",2019,1,"Action
(scaled metric)","Field trial/startup company (N)"
"958","CDR-OAE",2020,NA,"Action
(scaled metric)","Field trial/startup company (N)"
"959","CDR-OAE",2021,4,"Action
(scaled metric)","Field trial/startup company (N)"
"960","CDR-OAE",2022,8,"Action
(scaled metric)","Field trial/startup company (N)"
"961","CDR-OAE",2023,10,"Action
(scaled metric)","Field trial/startup company (N)"
"962","CDR-OAE",2024,6,"Action
(scaled metric)","Field trial/startup company (N)"
"963","Efficiency",2000,2,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"964","Efficiency",2001,1,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"965","Efficiency",2002,2,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"966","Efficiency",2003,1,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"967","Efficiency",2004,1,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"968","Efficiency",2005,1,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"969","Efficiency",2006,NA,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"970","Efficiency",2007,1,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"971","Efficiency",2008,2,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"972","Efficiency",2009,1,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"973","Efficiency",2010,1,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"974","Efficiency",2011,2,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"975","Efficiency",2012,4,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"976","Efficiency",2013,5,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"977","Efficiency",2014,6,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"978","Efficiency",2015,6,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"979","Efficiency",2016,6,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"980","Efficiency",2017,6,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"981","Efficiency",2018,5,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"982","Efficiency",2019,5,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"983","Efficiency",2020,8,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"984","Efficiency",2021,10,"Action
(scaled metric)","Shipping carbon efficiency (tkm/gCO2)"
"985","MRE-Located",2000,NA,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"986","MRE-Located",2001,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"987","MRE-Located",2002,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"988","MRE-Located",2003,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"989","MRE-Located",2004,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"990","MRE-Located",2005,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"991","MRE-Located",2006,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"992","MRE-Located",2007,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"993","MRE-Located",2008,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"994","MRE-Located",2009,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"995","MRE-Located",2010,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"996","MRE-Located",2011,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"997","MRE-Located",2012,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"998","MRE-Located",2013,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"999","MRE-Located",2014,2,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1000","MRE-Located",2015,2,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1001","MRE-Located",2016,2,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1002","MRE-Located",2017,3,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1003","MRE-Located",2018,4,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1004","MRE-Located",2019,4,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1005","MRE-Located",2020,5,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1006","MRE-Located",2021,8,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1007","MRE-Located",2022,9,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1008","MRE-Located",2023,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1009","MRE-Ocean",2000,NA,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1010","MRE-Ocean",2001,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1011","MRE-Ocean",2002,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1012","MRE-Ocean",2003,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1013","MRE-Ocean",2004,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1014","MRE-Ocean",2005,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1015","MRE-Ocean",2006,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1016","MRE-Ocean",2007,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1017","MRE-Ocean",2008,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1018","MRE-Ocean",2009,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1019","MRE-Ocean",2010,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1020","MRE-Ocean",2011,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1021","MRE-Ocean",2012,1,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1022","MRE-Ocean",2013,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1023","MRE-Ocean",2014,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1024","MRE-Ocean",2015,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1025","MRE-Ocean",2016,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1026","MRE-Ocean",2017,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1027","MRE-Ocean",2018,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1028","MRE-Ocean",2019,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1029","MRE-Ocean",2020,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1030","MRE-Ocean",2021,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1031","MRE-Ocean",2022,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
"1032","MRE-Ocean",2023,10,"Action
(scaled metric)","Electricity Installed Capacity (MW)"
